PlayerName,DOB,Group,Laterality,Average Speed,Average Angle of Deviation,Acceleration Button,Brake Button
Laila Naqvi,27/02/1993,Depressed,Right handed,14.51875,0,0,0
,,,,,,,
Lisa Bucherri,05/11/1994,Alcoholic,Right handed,19.00393,0,0,0
,,,,,,,
66.88535,-0.1069424,4,0
,,,,,,,
69.99448,5.13649,6,0
,,,,,,,
100.3621,1.369032,5,0
,,,,,,,
87.33012,-8.737885,2,0
,,,,,,,
69.81981,5.138945,9,0
,,,,,,,
98.87621,1.71197,8,0
,,,,,,,
50.40528,1.181938,24,0
,,,,,,,
37.6535,1.794367,42,0
,,,,,,,
Marie,1996-02-03,Alcoolique,Main gauche,49.22957,-2.927724,32,0
,,,,,,,
test9,1992-03-04,Alcoolique,Main gauche,39.86842,-2.76865,41,0
,,,,,,,
test12,1993-02-03,Alcoolique,Main gauche,40.40041,-0.9906179,55,0,26.78771,2.096355,0,0,0,0,0,0,,PedestrianL1PedestrianR2AnimalCatR1PedestrianR1,Level 2: Practice
,,,,,,,
Oui,1992-02-03,Alcoolique,Ambidextre,31.22708,0,18,0,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour
,,,,,,,
test8,1996-03-02,Alcoolique,Main gauche,32.59271,1,1,0,4,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:00,00:00,0
,,,,,,,
test9,1996-02-03,Dépressif,Main droite,43.04725,1,0,0,1,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:03,00:00,0
,,,,,,,
maestro0000001,1996-03-02,Alcoolique,Main gauche,16.33759,1,1,0,0,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:00,00:00,0
,,,,,,,
test123,1996-03-02,Alcoolique,Ambidextre,4.584035,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:00,00:00,0
,,,,,,,
test10,1996-02-03,Dépressif,Main droite,20.97996,1,0,0,0,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:02,00:00,0
,,,,,,,
test12,1996-03-06,Dépressif,Main droite,42.5454,1,0,0,1,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:04,00:00,0
,,,,,,,
Pesto12345,1996-02-03,Alcoolique,Main droite,13.10733,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:00,00:00,0
,,,,,,,
,,Dépressif,Main droite,44.96812,2,2,0,0,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:06:457,00:04:477,0
,,,,,,,
,,Dépressif,Main droite,36.84192,2,2,0,0,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:13:175,00:04:915,0
,,,,,,,
Hjklm,1996-02-03,Je ne sais pas,Main gauche,44.03295,2,2,0,0,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:07:532,00:04:992,0
,,,,,,,
Hajajaja,1996-02-03,Alcoolique,Main gauche,39.85886,3,2,0,0,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:09:291,00:06:774,0
,,,,,,,
,,Dépressif,Main droite,0.02708354,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:00:000,00:00:000,0
,,,,,,,
,,Dépressif,Main droite,0.03406507,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:00:000,00:00:000,0
,,,,,,,
Switch,1996-02-03,Je ne sais pas,Je ne sais pas,20.0256,1,1,0,0,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:03:200,00:00:296,0
,,,,,,,
PipiCa,1996-02-03,Alcoolique,Main gauche,0.06384821,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:00:000,00:00:000,0
,,,,,,,
Derniertestpeutetre,1996-02-03,Alcoolique,Main gauche,39.30075,2,1,0,2,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:05:875,00:03:898,0
,,,,,,,
Malaka,,Dépressif,Main droite,66.69279,4,2,0,1,NaN,Infinity,0,0,0,0,0,0,,,Level 1: Practice,jour,,00:06:254,00:02:699,0
,,,,,,,
Lacerty,1992-01-03,Dépressif,Main gauche,70.389,2,2,0,0,NaN,12.22963,0,0,0,0,0,0,,,Level 2: Practice,jour,,00:08:256,00:06:854,0
,,,,,,,
lePqDuComment,,Dépressif,Main droite,47.85359,1,1,0,0,36.97925,4.223841,0,0,0,0,0,0,,,Level 2: Practice,jour,,00:08:737,00:06:279,0
,,,,,,,
HoplaJaiditHopla,,Dépressif,Main droite,32.27837,1,1,0,0,NaN,5.52025,0,0,0,0,0,0,,,Level 3,jour,,00:00:357,00:00:397,6
,,,,,,,
BonHeuStop,,Dépressif,Main droite,25.08027,1,0,0,0,NaN,5.490171,0,0,0,0,0,0,,,Level 3,jour,,00:00:238,00:00:000,3
,,,,,,,
CettefoisciCe,,Dépressif,Main droite,22.68197,1,1,0,0,NaN,5.541796,0,0,0,0,0,0,,,Level 3,jour,,00:00:477,00:00:477,5
,,,,,,,
promiscestbon,,Dépressif,Main droite,14.67193,1,0,0,0,NaN,5.673907,0,0,0,0,0,0,,,Level 3,jour,,00:00:055,00:00:000,3
,,,,,,,
mwx56,,Dépressif,Main droite,15.25988,1,0,0,0,NaN,5.814448,0,0,0,0,0,0,,,Level 3,jour,,00:00:200,00:00:000,3

